state	name	total.pop	white	black	hispanic	asian
AL	"alabama,autauga"	54571	77.2	19.3	2.4	0.9
AL	"alabama,baldwin"	182265	83.5	10.9	4.4	0.7
AL	"alabama,barbour"	27457	46.8	47.8	5.1	0.4
AL	"alabama,bibb"	22915	75	22.9	1.8	0.1
AL	"alabama,blount"	57322	88.9	2.5	8.1	0.2
AL	"alabama,bullock"	10914	21.9	71	7.1	0.2
AL	"alabama,butler"	20947	54.1	44.2	0.9	0.8
AL	"alabama,calhoun"	118572	73.6	22.2	3.3	0.7
AL	"alabama,chambers"	34215	58.1	39.9	1.6	0.5
AL	"alabama,cherokee"	25989	92.1	6.1	1.2	0.2
AL	"alabama,chilton"	43643	81.1	10.9	7.8	0.3
AL	"alabama,choctaw"	13859	55.6	43.8	0.5	0.1
AL	"alabama,clarke"	25833	54	44.6	1	0.3
AL	"alabama,clay"	13932	80.3	16.5	2.9	0.2
AL	"alabama,cleburne"	14972	93.2	4.4	2.1	0.2
AL	"alabama,coffee"	49948	72.3	19.2	6.4	1.3
AL	"alabama,colbert"	54428	79.6	17.7	2	0.4
AL	"alabama,conecuh"	13228	51.1	47.5	1.2	0.1
AL	"alabama,coosa"	11539	65.9	31.9	2	0.1
AL	"alabama,covington"	37765	84.1	13.9	1.3	0.4
AL	"alabama,crenshaw"	13906	72.1	24.9	1.5	1.4
AL	"alabama,cullman"	80406	92.7	2.2	4.3	0.4
AL	"alabama,dale"	50251	71.1	22.3	5.6	1.1
AL	"alabama,dallas"	43820	28.9	70.1	0.7	0.3
AL	"alabama,de kalb"	NA	NA	NA	NA	NA
AL	"alabama,elmore"	79303	75	21.5	2.7	0.7
AL	"alabama,escambia"	38319	61.3	33.4	1.9	0.2
AL	"alabama,etowah"	104430	79.3	16.6	3.3	0.6
AL	"alabama,fayette"	17241	86	12.4	1.2	0.2
AL	"alabama,franklin"	31704	79.6	5.5	14.9	0.2
AL	"alabama,geneva"	26790	84.7	11	3.4	0.3
AL	"alabama,greene"	9045	17.3	82	0.8	0.2
AL	"alabama,hale"	15760	39.4	59.6	0.9	0.2
AL	"alabama,henry"	17302	67.8	29.6	2.2	0.3
AL	"alabama,houston"	101547	68.7	27.5	2.9	0.8
AL	"alabama,jackson"	53227	90.1	5.9	2.5	0.3
AL	"alabama,jefferson"	658466	51.7	43.1	3.9	1.4
AL	"alabama,lamar"	14564	86.1	12.5	1.2	0
AL	"alabama,lauderdale"	92709	85.5	11.4	2.2	0.7
AL	"alabama,lawrence"	34339	76.9	15.8	1.7	0.1
AL	"alabama,lee"	140247	69.8	24.4	3.3	2.6
AL	"alabama,limestone"	82782	78.7	14.4	5.5	1.1
AL	"alabama,lowndes"	11299	25.1	74.1	0.8	0.1
AL	"alabama,macon"	21452	15.2	83.7	1.1	0.4
AL	"alabama,madison"	334811	66.1	26.5	4.6	2.5
AL	"alabama,marengo"	21027	45.7	52.5	1.7	0.3
AL	"alabama,marion"	30776	92.6	5	2.1	0.2
AL	"alabama,marshall"	93019	83.9	3.3	12.1	0.5
AL	"alabama,mobile"	412992	59.1	36.1	2.4	1.8
AL	"alabama,monroe"	23068	54.7	43.1	1	0.3
AL	"alabama,montgomery"	229363	38.4	56	3.6	2.1
AL	"alabama,morgan"	119490	77.5	13.8	7.7	0.6
AL	"alabama,perry"	10591	29.7	69.1	1.1	0.3
AL	"alabama,pickens"	19746	55.8	42.8	1.6	0.2
AL	"alabama,pike"	32899	57.4	38.1	2.2	2
AL	"alabama,randolph"	22913	75.4	21.2	2.8	0.2
AL	"alabama,russell"	52947	52.1	43.9	3.7	0.4
AL	"alabama,st clair"	83593	87.3	9.9	2.1	0.6
AL	"alabama,shelby"	195085	80.2	12	5.9	1.9
AL	"alabama,sumter"	13763	24	75.3	0.6	0.2
AL	"alabama,talladega"	82291	64.5	33	2	0.4
AL	"alabama,tallapoosa"	41616	69.3	27.6	2.5	0.5
AL	"alabama,tuscaloosa"	194656	65	30.7	3.1	1.2
AL	"alabama,walker"	67023	90.4	7.1	2	0.3
AL	"alabama,washington"	17581	65.2	26.1	0.9	0.1
AL	"alabama,wilcox"	11670	26.6	73	0.6	0
AL	"alabama,winston"	24484	94.9	1.9	2.6	0.2
AZ	"arizona,apache"	71518	20.4	2.2	5.8	0.3
AZ	"arizona,cochise"	131346	58.5	8.2	32.4	1.9
AZ	"arizona,coconino"	134421	55.2	4.3	13.5	1.4
AZ	"arizona,gila"	53597	65.9	2.4	17.9	0.5
AZ	"arizona,graham"	37220	52.3	4.7	30.4	0.5
AZ	"arizona,greenlee"	8437	48.1	4.8	47.9	0.5
AZ	"arizona,maricopa"	3817117	58.7	8.4	29.6	3.5
AZ	"arizona,mohave"	200186	79.6	3.7	14.8	1.1
AZ	"arizona,navajo"	107449	43.9	3.3	10.8	0.5
AZ	"arizona,pima"	980263	55.3	7.2	34.6	2.6
AZ	"arizona,pinal"	375770	58.7	8.4	28.5	1.7
AZ	"arizona,santa cruz"	47420	16	2.4	82.8	0.5
AZ	"arizona,yavapai"	211033	82	3.1	13.6	0.8
AZ	"arizona,yuma"	195751	35.3	5.8	59.7	1.2
AR	"arkansas,arkansas"	19019	71	25.8	2.7	0.5
AR	"arkansas,ashley"	21853	68.2	26.9	4.9	0.2
AR	"arkansas,baxter"	41513	96	1.6	1.7	0.4
AR	"arkansas,benton"	221339	76.6	3.9	15.5	2.9
AR	"arkansas,boone"	36903	95.2	1.9	1.8	0.4
AR	"arkansas,bradley"	11508	58	28.9	13.2	0.2
AR	"arkansas,calhoun"	5368	73.4	23.6	2.8	0.2
AR	"arkansas,carroll"	27446	84	2.6	12.7	0.6
AR	"arkansas,chicot"	11800	40.3	54.9	4.6	0.5
AR	"arkansas,clark"	22995	70.4	25	4	0.5
AR	"arkansas,clay"	16083	96.9	1.6	1.3	0.1
AR	"arkansas,cleburne"	25970	95.9	1.7	2	0.2
AR	"arkansas,cleveland"	8689	85.1	12.9	1.7	0.1
AR	"arkansas,columbia"	24552	59.2	37.9	2.2	0.7
AR	"arkansas,conway"	21273	82.4	13.2	3.6	0.4
AR	"arkansas,craighead"	96443	79.6	14.9	4.4	1.1
AR	"arkansas,crawford"	61948	86.8	4	6.1	1.4
AR	"arkansas,crittenden"	50902	45.2	52.3	2	0.6
AR	"arkansas,cross"	17870	74.7	23.3	1.5	0.5
AR	"arkansas,dallas"	8116	54.1	43.1	2.3	0.1
AR	"arkansas,desha"	13008	46.8	48.7	4.4	0.3
AR	"arkansas,drew"	18509	68	28.9	2.5	0.5
AR	"arkansas,faulkner"	113237	82.4	12.2	3.9	1.1
AR	"arkansas,franklin"	18125	93.8	2.4	2	0.9
AR	"arkansas,fulton"	12245	96.4	2	0.8	0.2
AR	"arkansas,garland"	96024	84	10.2	4.8	0.7
AR	"arkansas,grant"	17853	94.1	3.2	2.2	0.3
AR	"arkansas,greene"	42090	95.4	1.9	2.1	0.3
AR	"arkansas,hempstead"	22609	56.5	31.3	12	0.4
AR	"arkansas,hot spring"	32923	84.1	12.6	2.8	0.3
AR	"arkansas,howard"	13789	67.4	21.9	9.8	0.6
AR	"arkansas,independence"	36647	89.8	3.5	5.8	0.8
AR	"arkansas,izard"	13696	95	2.6	1.5	0.3
AR	"arkansas,jackson"	17997	78.8	18.2	2.4	0.3
AR	"arkansas,jefferson"	77435	41.4	56.3	1.6	0.8
AR	"arkansas,johnson"	25540	83.5	3.4	12.1	0.7
AR	"arkansas,lafayette"	7645	59.9	38	1.7	0.3
AR	"arkansas,lawrence"	17415	96.7	2	0.9	0.1
AR	"arkansas,lee"	10424	41.4	56.4	1.6	0.4
AR	"arkansas,lincoln"	14134	65.8	30.9	3.2	0.2
AR	"arkansas,little river"	13171	74.6	21.1	2.7	0.3
AR	"arkansas,logan"	22353	92.2	3.2	2.3	1.6
AR	"arkansas,lonoke"	68356	87.9	7.8	3.3	0.8
AR	"arkansas,madison"	15717	91.9	1.9	4.8	0.5
AR	"arkansas,marion"	16653	95.9	1.8	1.7	0.2
AR	"arkansas,miller"	43462	70.6	26.2	2.4	0.5
AR	"arkansas,mississippi"	46480	60.5	35.5	3.6	0.5
AR	"arkansas,monroe"	8149	55.8	42	1.6	0.4
AR	"arkansas,montgomery"	9487	92.8	2.2	3.8	0.5
AR	"arkansas,nevada"	8997	65.1	32.1	2.4	0.3
AR	"arkansas,newton"	8330	94.8	2.3	1.7	0.3
AR	"arkansas,ouachita"	26120	56.3	41.7	1.6	0.4
AR	"arkansas,perry"	10445	93.6	3.5	2.4	0.2
AR	"arkansas,phillips"	21757	34.6	64	1.3	0.3
AR	"arkansas,pike"	11291	88.2	4.6	6.4	0.5
AR	"arkansas,poinsett"	24583	89	8.6	2.2	0.2
AR	"arkansas,polk"	20662	89.8	2.6	5.8	0.5
AR	"arkansas,pope"	61754	86.9	5.1	6.7	1
AR	"arkansas,prairie"	8715	85.7	13.1	0.9	0.1
AR	"arkansas,pulaski"	382748	55.3	37	5.8	2
AR	"arkansas,randolph"	17969	95.9	2.1	1.6	0.2
AR	"arkansas,st francis"	28258	42.4	53.4	4.1	0.5
AR	"arkansas,saline"	107118	89	6.1	3.8	0.9
AR	"arkansas,scott"	11233	85.3	3	7	3.4
AR	"arkansas,searcy"	8195	95.2	2.4	1.5	0.1
AR	"arkansas,sebastian"	125744	72.8	10	12.3	4.1
AR	"arkansas,sevier"	17058	61.1	7.4	30.6	0.4
AR	"arkansas,sharp"	17264	95	2.2	1.7	0.3
AR	"arkansas,stone"	12394	96.1	1.7	1.3	0.4
AR	"arkansas,union"	41639	61.8	34.2	3.5	0.5
AR	"arkansas,van buren"	17295	94.1	2.4	2.7	0.3
AR	"arkansas,washington"	203065	74.1	5.8	15.5	2.2
AR	"arkansas,white"	77076	89.6	5.8	3.7	0.5
AR	"arkansas,woodruff"	7260	69.4	28.9	1.2	0.2
AR	"arkansas,yell"	22185	76.7	3.1	19.1	1.3
CA	"california,alameda"	1510271	34.1	18.6	22.5	26.1
CA	"california,alpine"	1175	72.5	2.4	7.1	0.6
CA	"california,amador"	38091	79.6	6.1	12.5	1.1
CA	"california,butte"	220000	75.2	6.3	14.1	4.1
CA	"california,calaveras"	45578	83.5	4.8	10.3	1.3
CA	"california,colusa"	21419	39.8	4.5	55.1	1.3
CA	"california,contra costa"	1049025	47.8	15.2	24.4	14.4
CA	"california,del norte"	28610	64.7	8	17.8	3.4
CA	"california,el dorado"	181058	79.9	4.6	12.1	3.5
CA	"california,fresno"	930450	32.7	9.9	50.3	9.6
CA	"california,glenn"	28122	55.9	4.4	37.5	2.6
CA	"california,humboldt"	134623	77.2	6.4	9.8	2.2
CA	"california,imperial"	174528	13.7	7.7	80.4	1.6
CA	"california,inyo"	18546	66.3	4	19.4	1.3
CA	"california,kern"	839631	38.6	10.3	49.2	4.2
CA	"california,kings"	152982	35.2	12.1	50.9	3.7
CA	"california,lake"	64665	74.1	6.6	17.1	1.1
CA	"california,lassen"	34895	66.7	11.6	17.5	1
CA	"california,los angeles"	9818605	27.8	13.2	47.7	13.7
CA	"california,madera"	150865	38	7.9	53.7	1.9
CA	"california,marin"	252409	72.8	7	15.5	5.5
CA	"california,mariposa"	18251	83.2	4.8	9.2	1.1
CA	"california,mendocino"	87841	68.6	5.2	22.2	1.7
CA	"california,merced"	255793	31.9	8.5	54.9	7.4
CA	"california,modoc"	9686	79	4.7	13.9	0.8
CA	"california,mono"	14202	68.2	3.2	26.5	1.4
CA	"california,monterey"	415057	32.9	8.2	55.4	6.1
CA	"california,napa"	136484	56.4	6	32.2	6.8
CA	"california,nevada"	98764	86.5	3.6	8.5	1.2
CA	"california,orange"	3010232	44.1	5.9	33.7	17.9
CA	"california,placer"	348432	76.1	5.7	12.8	5.9
CA	"california,plumas"	20007	85	4.6	8	0.7
CA	"california,riverside"	2189641	39.7	11.2	45.5	6
CA	"california,sacramento"	1418788	48.4	17	21.6	14.3
CA	"california,san benito"	55269	38.3	5.8	56.4	2.6
CA	"california,san bernardino"	2035210	33.3	14	49.2	6.3
CA	"california,san diego"	3095313	48.5	10.2	32	10.9
CA	"california,san francisco"	805235	41.9	10.7	15.1	33.3
CA	"california,san joaquin"	685306	35.9	13.9	38.9	14.4
CA	"california,san luis obispo"	269637	71.1	5.8	20.8	3.2
CA	"california,san mateo"	718451	42.3	8.2	25.4	24.8
CA	"california,santa barbara"	423895	47.9	6.6	42.9	4.9
CA	"california,santa clara"	1781642	35.2	7.5	26.9	32
CA	"california,santa cruz"	262382	59.6	5.7	32	4.2
CA	"california,shasta"	177223	82.4	5.3	8.4	2.5
CA	"california,sierra"	3240	88.1	2.6	8.3	0.4
CA	"california,siskiyou"	44900	79.5	6.6	10.3	1.2
CA	"california,solano"	413344	40.8	22.3	24	14.6
CA	"california,sonoma"	483878	66.1	6	24.9	3.8
CA	"california,stanislaus"	514453	46.7	8.3	41.9	5.1
CA	"california,sutter"	94737	50.4	7.6	28.8	14.4
CA	"california,tehama"	63463	71.9	4.9	21.9	1
CA	"california,trinity"	13786	83.5	5.6	7	0.7
CA	"california,tulare"	442179	32.6	5.8	60.6	3.4
CA	"california,tuolumne"	55365	81.9	5.7	10.7	1
CA	"california,ventura"	823318	48.7	6.3	40.3	6.7
CA	"california,yolo"	200849	49.9	8.4	30.3	13
CA	"california,yuba"	72155	58.8	10.3	25	6.7
CO	"colorado,adams"	441603	53.2	7	38	3.6
CO	"colorado,alamosa"	15445	49.6	5.5	46	1
CO	"colorado,arapahoe"	572003	63.2	14.4	18.4	5.1
CO	"colorado,archuleta"	12084	78.2	3.1	17.8	0.7
CO	"colorado,baca"	3788	87.7	2.2	9.2	0.2
CO	"colorado,bent"	6499	59	9.6	30.5	1
CO	"colorado,boulder"	294567	79.4	3.5	13.3	4.1
CO	"colorado,chaffee"	17809	86.6	3.1	9.4	0.6
CO	"colorado,cheyenne"	1836	88.1	1.4	9.7	0.6
CO	"colorado,clear creek"	9088	92.1	2.3	4.7	0.6
CO	"colorado,conejos"	8256	41.8	4.4	56	0.3
CO	"colorado,costilla"	3524	30.8	5	66	1
CO	"colorado,crowley"	5823	57.9	11.3	29	1
CO	"colorado,custer"	4255	92	2.7	4.7	0.4
CO	"colorado,delta"	30952	83	2.8	14	0.5
CO	"colorado,denver"	600158	52.2	14.3	31.8	3.4
CO	"colorado,dolores"	2064	90.9	2.6	4	0.1
CO	"colorado,douglas"	285465	85.2	3.8	7.5	3.8
CO	"colorado,eagle"	52197	67.3	2.8	30.1	1
CO	"colorado,elbert"	23086	91	2.6	5.3	0.7
CO	"colorado,el paso"	622263	72	11.3	15.1	2.7
CO	"colorado,fremont"	46824	80.4	5.8	12.3	0.6
CO	"colorado,garfield"	56389	68.8	3.3	28.3	0.7
CO	"colorado,gilpin"	5441	90.9	2.3	4.9	1.4
CO	"colorado,grand"	14843	89.7	2	7.5	0.8
CO	"colorado,gunnison"	15324	89.1	2.3	8.2	0.7
CO	"colorado,hinsdale"	843	93.2	2.1	2.8	0.4
CO	"colorado,huerfano"	6711	61.9	4.4	35.3	0.4
CO	"colorado,jackson"	1394	87.4	1.1	10.8	0.1
CO	"colorado,jefferson"	534543	79.9	3.8	14.3	2.6
CO	"colorado,kiowa"	1398	93.3	1.8	5.6	0
CO	"colorado,kit carson"	8270	76.4	4.1	19	0.4
CO	"colorado,lake"	7310	58.2	4	39.1	0.5
CO	"colorado,la plata"	51334	80.3	3.5	11.8	0.6
CO	"colorado,larimer"	299630	84.5	3.5	10.6	1.9
CO	"colorado,las animas"	15507	54.2	4.8	41.6	0.7
CO	"colorado,lincoln"	5467	79.5	7.2	12.5	0.8
CO	"colorado,logan"	22709	78.2	5.5	15.6	0.6
CO	"colorado,mesa"	146723	83.1	3.3	13.3	0.8
CO	"colorado,mineral"	712	95.2	1.7	2.9	0.1
CO	"colorado,moffat"	13795	82.7	2.5	14.4	0.6
CO	"colorado,montezuma"	25535	75.1	2.9	11	0.5
CO	"colorado,montrose"	41276	77.5	2.8	19.7	0.6
CO	"colorado,morgan"	28159	61.7	5.2	33.8	0.5
CO	"colorado,otero"	18831	56.5	4.6	40.3	0.8
CO	"colorado,ouray"	4436	93.4	1.5	4.4	0.6
CO	"colorado,park"	16206	91.6	2.8	4.8	0.6
CO	"colorado,phillips"	4442	79.4	1.8	18.7	0.6
CO	"colorado,pitkin"	17148	87.9	1.9	9.1	1.2
CO	"colorado,prowers"	12551	62.7	3.1	35.2	0.3
CO	"colorado,pueblo"	159063	54.1	5.7	41.4	0.8
CO	"colorado,rio blanco"	6666	86.3	3	10	0.3
CO	"colorado,rio grande"	11982	55.1	3.6	42.4	0.4
CO	"colorado,routt"	23509	90.6	2	6.8	0.6
CO	"colorado,saguache"	6108	56.4	3	40.1	0.8
CO	"colorado,san juan"	699	85.1	2.3	12	1.1
CO	"colorado,san miguel"	7359	88.5	2.2	8.6	0.7
CO	"colorado,sedgwick"	2379	85.6	2	12.1	0.7
CO	"colorado,summit"	27994	82.7	2.4	14.2	1
CO	"colorado,teller"	23350	90.6	2.9	5.5	0.7
CO	"colorado,washington"	4814	89.4	2.1	8.5	0.2
CO	"colorado,weld"	252825	67.6	3.9	28.4	1.2
CO	"colorado,yuma"	10043	77.9	1.3	20.8	0.2
CT	"connecticut,fairfield"	916829	66.2	13.5	16.9	4.6
CT	"connecticut,hartford"	894014	66.1	16	15.3	4.2
CT	"connecticut,litchfield"	189927	91.3	2.9	4.5	1.5
CT	"connecticut,middlesex"	165676	86.4	6.7	4.7	2.6
CT	"connecticut,new haven"	862477	67.5	15.4	15	3.5
CT	"connecticut,new london"	274055	78.3	9.5	8.5	4.2
CT	"connecticut,tolland"	152691	87.5	5.1	4.3	3.4
CT	"connecticut,windham"	118428	85.4	4.5	9.6	1.2
DE	"delaware,kent"	162310	65.2	27.5	5.8	2
DE	"delaware,new castle"	538479	61.6	26.3	8.7	4.3
DE	"delaware,sussex"	197145	75.6	15	8.6	1
DC	"district of columbia,washington"	NA	NA	NA	NA	NA
FL	"florida,alachua"	247336	63.7	23	8.4	5.4
FL	"florida,baker"	27115	82.4	15.1	1.9	0.5
FL	"florida,bay"	168852	79.2	13.9	4.8	2
FL	"florida,bradford"	28520	73.9	22	3.6	0.5
FL	"florida,brevard"	543376	77.6	12.7	8.1	2.1
FL	"florida,broward"	1748066	43.5	29.7	25.1	3.2
FL	"florida,calhoun"	14625	77.7	16.1	5.2	0.5
FL	"florida,charlotte"	159978	86	7.4	5.8	1.2
FL	"florida,citrus"	141236	89.6	4.4	4.7	1.4
FL	"florida,clay"	190865	77.2	12.8	7.7	2.9
FL	"florida,collier"	321520	65.7	8.5	25.9	1.1
FL	"florida,columbia"	67531	74.7	19.4	4.9	0.9
FL	"florida,dade"	2496435	15.4	21.3	65	1.5
FL	"florida,de soto"	NA	NA	NA	NA	NA
FL	"florida,dixie"	16422	86.6	9.9	3.1	0.3
FL	"florida,duval"	864263	56.6	32.4	7.6	4.2
FL	"florida,escambia"	297619	66.2	26.1	4.7	2.7
FL	"florida,flagler"	95696	76.1	13.7	8.6	2.1
FL	"florida,franklin"	11549	79.6	15.5	4.6	0.2
FL	"florida,gadsden"	46389	33.1	57.3	9.5	0.5
FL	"florida,gilchrist"	16939	87.9	6.8	5	0.4
FL	"florida,glades"	12884	61.7	14	21.1	0.4
FL	"florida,gulf"	15863	74.9	20.5	4.3	0.3
FL	"florida,hamilton"	14799	54.9	36.2	8.8	0.5
FL	"florida,hardee"	27731	48	9	42.9	1.1
FL	"florida,hendry"	39140	34.9	16.1	49.2	0.7
FL	"florida,hernando"	172778	82.1	7.1	10.3	1.1
FL	"florida,highlands"	98786	70.7	11.6	17.4	1.5
FL	"florida,hillsborough"	1229226	53.7	19.8	24.9	3.4
FL	"florida,holmes"	19927	88.9	7.7	2.2	0.4
FL	"florida,indian river"	138028	77.4	10.6	11.2	1.2
FL	"florida,jackson"	49746	66.6	28.4	4.3	0.5
FL	"florida,jefferson"	14761	58.7	37.5	3.7	0.4
FL	"florida,lafayette"	8870	70.6	17.3	12.1	0.1
FL	"florida,lake"	297052	74.5	12	12.1	1.7
FL	"florida,lee"	618754	71	10.3	18.3	1.4
FL	"florida,leon"	275487	59.3	32.5	5.6	2.9
FL	"florida,levy"	40801	80.8	11.3	7.5	0.6
FL	"florida,liberty"	8365	73.6	19.6	6.2	0.2
FL	"florida,madison"	19224	55	40.1	4.7	0.2
FL	"florida,manatee"	322833	73.4	10.8	14.9	1.6
FL	"florida,marion"	331298	74	14.4	10.9	1.3
FL	"florida,martin"	146318	80.3	7	12.2	1.1
FL	"florida,monroe"	73090	71.3	7.5	20.6	1.1
FL	"florida,nassau"	73314	87.9	7.9	3.2	0.9
FL	"florida,okaloosa:main"	NA	NA	NA	NA	NA
FL	"florida,okaloosa:spit"	NA	NA	NA	NA	NA
FL	"florida,okeechobee"	39996	65.7	9.9	23.9	0.9
FL	"florida,orange"	1145956	46	24.2	26.9	4.9
FL	"florida,osceola"	268685	40.3	15.4	45.5	2.8
FL	"florida,palm beach"	1320134	60.1	19.6	19	2.4
FL	"florida,pasco"	464697	80.1	6.7	11.7	2.1
FL	"florida,pinellas"	916542	76.9	12.5	8	3
FL	"florida,polk"	602095	64.6	17.2	17.7	1.6
FL	"florida,putnam"	74364	72.6	17.9	9	0.6
FL	"florida,st johns"	190039	85.3	7.4	5.2	2.1
FL	"florida,st lucie"	277789	61.2	21.7	16.6	1.6
FL	"florida,santa rosa"	151372	85	8.4	4.3	1.8
FL	"florida,sarasota"	379448	84.9	6.3	7.9	1.3
FL	"florida,seminole"	422718	66.3	14	17.1	3.7
FL	"florida,sumter"	93420	82.8	10.8	6	0.7
FL	"florida,suwannee"	41551	77.7	13.3	8.7	0.5
FL	"florida,taylor"	22570	73	22.4	3.4	0.7
FL	"florida,union"	15535	71.6	23.6	4.8	0.2
FL	"florida,volusia"	494593	75.4	12.6	11.2	1.5
FL	"florida,wakulla"	30776	79.5	16.3	3.3	0.6
FL	"florida,walton"	55043	85.1	8.1	5.3	0.9
FL	"florida,washington"	24896	78.5	17.1	2.9	0.5
GA	"georgia,appling"	18236	70.5	19.7	9.3	0.7
GA	"georgia,atkinson"	8375	57	18.9	24.3	0.3
GA	"georgia,bacon"	11096	76	16.6	7.1	0.3
GA	"georgia,baker"	3451	47.6	48	4.2	0.7
GA	"georgia,baldwin"	45720	54	42.7	2	1.3
GA	"georgia,banks"	18395	89.8	3.7	5.7	0.9
GA	"georgia,barrow"	69367	74.6	13.7	8.7	3.4
GA	"georgia,bartow"	100157	79.7	12.3	7.7	0.7
GA	"georgia,ben hill"	17634	57.6	35.9	5.8	0.7
GA	"georgia,berrien"	19286	83.2	12	4.6	0.4
GA	"georgia,bibb"	155547	42.1	53.6	2.8	1.6
GA	"georgia,bleckley"	13063	68.9	28.3	2.3	0.8
GA	"georgia,brantley"	18411	93.4	4.4	1.9	0.2
GA	"georgia,brooks"	16243	58	36.5	5.3	0.3
GA	"georgia,bryan"	30233	77.6	16.7	4.4	1.6
GA	"georgia,bulloch"	70217	65.9	29.3	3.5	1.5
GA	"georgia,burke"	23316	46.5	50.8	2.6	0.3
GA	"georgia,butts"	23655	68.5	28.7	2.5	0.5
GA	"georgia,calhoun"	6694	33.6	62.3	3.9	0.4
GA	"georgia,camden"	50513	71.2	22.4	5.1	1.4
GA	"georgia,candler"	10998	63.2	25.4	11.2	0.5
GA	"georgia,carroll"	110527	72.9	20.4	6.2	0.8
GA	"georgia,catoosa"	63942	92.5	3.8	2.3	1.2
GA	"georgia,charlton"	12171	66.7	30	2.5	0.6
GA	"georgia,chatham"	265128	50.4	42.3	5.4	2.4
GA	"georgia,chattahoochee"	11267	62.9	23.3	12.4	2.2
GA	"georgia,chattooga"	26015	83	12.7	4	0.4
GA	"georgia,cherokee"	214346	81.3	7.7	9.6	1.7
GA	"georgia,clarke"	116714	57.1	28.7	10.4	4.2
GA	"georgia,clay"	3183	37.3	61.6	0.8	0.3
GA	"georgia,clayton"	259424	14.1	68.6	13.7	5
GA	"georgia,clinch"	6798	66.7	29.1	3.5	0.2
GA	"georgia,cobb"	688078	56.3	27.7	12.3	4.5
GA	"georgia,coffee"	42356	61.2	28	10.3	0.7
GA	"georgia,colquitt"	45498	58.8	23.9	17.1	0.6
GA	"georgia,columbia"	124053	73.8	17.7	5	3.8
GA	"georgia,cook"	17212	64.9	28.7	5.9	0.7
GA	"georgia,coweta"	127317	72.7	19.4	6.7	1.5
GA	"georgia,crawford"	12630	73.5	23.6	2.4	0.3
GA	"georgia,crisp"	23439	52.1	44	3.2	0.8
GA	"georgia,dade"	16633	95	2.2	1.8	0.7
GA	"georgia,dawson"	22330	93.4	1.8	4.1	0.6
GA	"georgia,decatur"	27842	52.5	42.3	5	0.5
GA	"georgia,de kalb"	NA	NA	NA	NA	NA
GA	"georgia,dodge"	21796	65.5	30.8	3.4	0.5
GA	"georgia,dooly"	14918	43.3	50.8	5.8	0.6
GA	"georgia,dougherty"	94565	28.9	68.3	2.2	0.8
GA	"georgia,douglas"	132403	49	41.9	8.4	1.4
GA	"georgia,early"	11008	47.7	50.4	1.6	0.3
GA	"georgia,echols"	4034	63.3	7.1	29.3	0.3
GA	"georgia,effingham"	52250	81	15.4	2.9	0.8
GA	"georgia,elbert"	20166	64.2	30.5	4.8	0.6
GA	"georgia,emanuel"	22598	60.8	34.4	4.1	0.7
GA	"georgia,evans"	11000	56.6	30.2	13.1	0.7
GA	"georgia,fannin"	23682	96.1	1.5	1.8	0.3
GA	"georgia,fayette"	106567	67.8	22.3	6.3	3.9
GA	"georgia,floyd"	96317	73.7	16	9.3	1.3
GA	"georgia,forsyth"	175511	80.3	4.2	9.4	6.2
GA	"georgia,franklin"	22084	85.6	10.1	3.9	0.5
GA	"georgia,fulton"	920581	40.8	46.3	7.9	5.6
GA	"georgia,gilmer"	28292	88.6	1.8	9.5	0.3
GA	"georgia,glascock"	3082	89.2	9.3	1.1	0
GA	"georgia,glynn"	79626	64.8	27.8	6.4	1.2
GA	"georgia,gordon"	55186	79.9	5.6	14	1
GA	"georgia,grady"	25011	59.5	30.3	10	0.4
GA	"georgia,greene"	15994	54.8	39.3	5.6	0.3
GA	"georgia,gwinnett"	805321	44	26.8	20.1	10.6
GA	"georgia,habersham"	43041	80.4	5.1	12.4	2.2
GA	"georgia,hall"	179684	63.6	9.6	26.1	1.8
GA	"georgia,hancock"	9429	23.5	74.7	1.5	0.5
GA	"georgia,haralson"	28780	92.1	6.1	1.1	0.5
GA	"georgia,harris"	32024	77.6	18.7	2.7	0.9
GA	"georgia,hart"	25213	76.2	19.9	3.1	0.9
GA	"georgia,heard"	11834	86.1	11.5	1.9	0.5
GA	"georgia,henry"	203922	52.5	39.4	5.8	2.9
GA	"georgia,houston"	139900	60.5	31.3	6.1	2.4
GA	"georgia,irwin"	9538	70.4	26.8	2.4	0.6
GA	"georgia,jackson"	60485	83.8	8.5	6.2	1.7
GA	"georgia,jasper"	13900	72.6	23.5	3.7	0.2
GA	"georgia,jeff davis"	15068	73.4	16	10.5	0.5
GA	"georgia,jefferson"	16930	41.4	55.3	3.1	0.4
GA	"georgia,jenkins"	8340	54.1	41.7	4	0.4
GA	"georgia,johnson"	9980	62.3	35.8	1.9	0.2
GA	"georgia,jones"	28669	72.7	25.5	1.1	0.7
GA	"georgia,lamar"	18317	65.2	32.5	1.9	0.4
GA	"georgia,lanier"	10078	68.5	26.1	4.6	1
GA	"georgia,laurens"	48434	59.7	37	2.4	1
GA	"georgia,lee"	28298	75.8	20	2	2.2
GA	"georgia,liberty"	63453	42.7	46.9	9.7	2
GA	"georgia,lincoln"	7996	65	33.1	1.2	0.4
GA	"georgia,long"	14464	58.7	28.6	12.3	0.8
GA	"georgia,lowndes"	109233	56.1	38	4.8	1.5
